District,PropertyType,Rooms,Furnished,Shareable,PetsAllowed,Elevator,SeniorFriendly,StudentOnly,Balcony,Parking,Size,Floor,RentalPeriod,AvailableFrom,MonthlyNetRent,Utilities,Deposit,PrepaidRent,MoveInPrice
"Nørrebrogade,2200 København",Apartment,3,False,False,False,True,False,False,False,False,130,5,,As soon as possible,17495,755,52485,17495,88230
"Ørnevej,9900 Frederikshavn",Apartment,2,False,True,False,False,False,False,False,False,97,2,,As soon as possible,6986,1300,0,0,46523
"Storetorv,8000 Aarhus",Apartment,3,False,False,False,False,False,False,False,False,123,1,,15 October 2021,13000,600,39000,13000,65600
"Storstrømsvej,4840 Nørre Alslev",Room,1,False,False,False,False,False,False,False,False,10,0,,As soon as possible,3000,0,3000,0,6000
"Skejbytoften,8200 Aarhus",Apartment,2,False,True,False,True,False,False,True,True,60,2,,As soon as possible,7400,800,14800,7400,30400
"Hadsundvej,9560 Hadsund",Apartment,3,False,False,True,False,False,False,False,False,82,0,,As soon as possible,4650,900,13950,0,19500
"Daruplund,2660 Brøndby Strand",Room,1,False,False,False,False,False,False,False,False,12,1,,As soon as possible,3500,0,3500,0,7000
"Østre Alle,9000 Aalborg",Room,1,False,True,False,False,False,False,False,True,16,1,,As soon as possible,3550,0,10650,0,14200
"Grønnegade,7100 Vejle",Apartment,4,False,True,False,False,False,False,False,False,176,1,,As soon as possible,9867,800,29601,9867,50135
"Grønnegade,7100 Vejle",Apartment,4,False,True,False,False,False,False,True,False,148,3,,As soon as possible,6900,1100,20700,6900,35600
"Præstbrovej,9330 Dronninglund",Apartment,4,False,False,False,False,True,False,False,True,115,0,,As soon as possible,3995,1400,10000,0,15395
"Helgesgade,8260 Aarhus",Room,1,False,False,False,False,False,False,False,False,20,0,,As soon as possible,3400,0,0,0,3400
"Stemannsgade,8900 Randers",Apartment,2,False,True,True,False,False,False,False,False,60,1,,As soon as possible,4050,1000,12150,0,17200
"Houmeden,8900 Randers",Apartment,5,False,True,True,False,False,False,False,False,100,1,,As soon as possible,7000,1200,21000,0,29200
"Vibyvej,8230 Aarhus",Room,1,True,False,False,False,False,False,False,False,33,0,,As soon as possible,3300,0,6600,0,9900
"Åvej,6510 Gram",Apartment,2,True,True,False,False,False,False,True,True,55,0,,As soon as possible,5000,0,15000,5000,25000
"Stemannsgade,8900 Randers",Apartment,4,False,True,True,False,False,False,False,False,117,2,,As soon as possible,6800,1000,20100,0,27900
"Dr. Holsts Vej,8230 Aarhus",Apartment,1,False,False,False,False,False,False,True,True,27,2,,As soon as possible,4500,0,10000,0,14500
"Rådhustorvet,8700 Horsens",Apartment,3,False,False,False,False,False,False,False,False,85,2,,As soon as possible,7000,1000,21000,0,29000
"Rådhustorvet,8700 Horsens",Apartment,3,False,False,False,False,False,False,False,False,84,1,,As soon as possible,7000,0,21000,0,28000
"Korsgade,9500 Hobro",Apartment,3,False,False,False,False,False,False,False,False,104,0,,As soon as possible,7700,800,23100,7700,39300
"Bagerstræde,1617 København",Room,1,True,False,False,False,False,False,False,False,16,3,,15 October 2021,4400,1000,2700,0,8100
"Kayerødsgade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,50,0,,As soon as possible,5000,600,15000,15000,35600
"Anker Heegaards Gade,1572 København",Apartment,3,False,True,False,True,False,False,True,False,107,1,,As soon as possible,17795,1100,53385,17795,90075
"Puggaardsgade,1573 København",Apartment,3,False,True,False,True,False,False,True,False,107,1,,As soon as possible,17795,1100,53385,17795,90075
"Skovkanten,6700 Esbjerg",Apartment,1,False,False,False,False,True,False,True,False,39,2,,As soon as possible,3700,485,11100,7400,22685
"Langelandsgade,9000 Aalborg",Apartment,2,False,True,False,False,False,False,True,True,62,2,,As soon as possible,5220,300,15660,5220,26400
"Vietsvej,3760 Gudhjem",House,7,True,True,False,False,False,False,False,False,172,0,,As soon as possible,12500,0,25000,25000,62500
"Vikærsvej,8240 Aarhus",Apartment,3,False,True,False,False,False,False,False,True,90,1,,As soon as possible,5895,600,5895,0,12390
"Nyboesgade,7100 Vejle",Apartment,3,False,False,False,False,False,False,False,False,111,2,,As soon as possible,7000,600,21000,0,28600
"Skovbrynet,2800 Kongens Lyngby",Apartment,1,False,False,False,True,False,False,False,True,46,3,,As soon as possible,10600,976,31800,10600,53976
"Kirkebjerg Allé,2605 Brøndby",Room,1,True,False,False,False,False,False,False,False,20,0,,As soon as possible,3000,0,6000,9000,18000
"Kamma Rahbeks Vej,8230 Aarhus",Room,1,False,False,False,False,False,False,False,False,15,0,,As soon as possible,3200,300,3500,3500,10500
"Klaregade,5000 Odense",Apartment,1,False,True,False,False,False,False,True,False,119,2,,As soon as possible,4999,0,5000,10000,19999
"Byvej,8370 Hadsten",Room,1,False,False,False,False,False,False,False,False,11,0,,As soon as possible,3500,0,10500,0,14000
"Søndre Fasanvej,2500 København",Room,1,True,False,False,False,False,False,False,False,18,2,,As soon as possible,6500,0,6500,6500,19500
"Hjortsvej,9440 Aabybro",House,3,False,False,True,False,False,False,False,False,65,0,,As soon as possible,4100,1000,12300,0,17400
"Borgergade,9740 Jerslev J",House,5,False,False,True,False,False,False,False,False,110,0,,As soon as possible,5000,1500,15000,0,21500
"Gunhilds Plads,7100 Vejle",Apartment,3,False,False,False,False,False,False,False,False,92,0,,As soon as possible,7500,1125,22500,7500,38625
"Flensborggade,1669 København",Apartment,2,True,False,False,False,False,False,False,False,62,0,,As soon as possible,12995,995,38985,12995,65970
"Vorup Boulevard,8940 Randers",Apartment,4,False,True,False,False,False,False,False,False,127,1,,As soon as possible,8900,1000,26700,8900,45500
"Toldbodhusevej,5000 Odense",Apartment,3,True,True,False,True,False,False,False,False,111,3,,As soon as possible,18500,650,55500,0,74650
"Skolegården,8700 Horsens",Apartment,3,False,False,False,True,True,False,True,True,101,2,,As soon as possible,7700,900,23100,7700,39400
"Oehlenschlægersvej,5230 Odense",Townhouse,4,False,True,False,False,True,False,False,True,106,0,,As soon as possible,13500,0,40500,13500,67500
"Åboulevarden,8000 Aarhus",Room,1,True,False,False,True,False,False,False,True,18,1,,As soon as possible,4500,0,13500,0,18000
"Kjellerupvej,8800 Viborg",Apartment,2,False,False,False,False,False,False,False,False,75,0,,As soon as possible,5000,1500,15000,15000,36500
"Andebøllevej,5492 Vissenbjerg",House,7,True,True,False,False,False,False,False,False,441,0,,As soon as possible,25000,1400,50000,0,76400
"Ivar Huitfeldts Gade,9000 Aalborg",Apartment,3,False,True,False,False,False,False,False,False,90,2,,As soon as possible,6850,700,20550,6850,34950
"Hedenstedvej,8781 Stenderup",Apartment,3,True,False,False,False,False,False,False,True,72,0,,As soon as possible,5500,850,11000,5500,22850
"Brinck Seidelins G,9800 Hjørring",Apartment,5,False,False,False,False,False,False,False,True,170,2,,As soon as possible,8500,1500,25500,0,35500
"Østergade,8900 Randers",Apartment,2,False,False,False,False,False,False,True,False,86,1,,As soon as possible,4995,800,14985,0,20780
"Skovbrynet,2800 Kongens Lyngby",Apartment,2,False,False,False,True,False,False,True,True,72,3,,As soon as possible,14400,1110,43200,14400,73110
"Skovbrynet,2800 Kongens Lyngby",Apartment,2,False,False,False,True,False,False,False,True,72,2,,As soon as possible,14000,1110,42000,14000,71110
"Skovbrynet,2800 Kongens Lyngby",Apartment,2,False,False,False,True,False,False,False,True,72,1,,As soon as possible,13800,1110,41400,13800,70110
"Damvej,9900 Frederikshavn",Apartment,3,False,False,False,False,False,False,False,False,86,0,,As soon as possible,3889,950,11669,0,16508
"Ørnevej,9900 Frederikshavn",Apartment,3,False,True,False,False,False,False,False,False,105,2,,As soon as possible,7567,1300,0,0,50281
"Glentevej,7400 Herning",Room,1,False,False,False,False,False,False,False,False,20,-1,,As soon as possible,2600,0,7800,0,10400
"Spidstoftvej,8800 Viborg",Apartment,4,False,False,False,False,False,False,False,False,143,1,,As soon as possible,9900,1000,29700,0,40600
"Jordsmonnet,8900 Randers",Apartment,3,False,True,False,False,False,False,True,True,97,1,,As soon as possible,7500,900,22500,7500,38400
"Tove Maës Vej,2500 København",Room,1,True,False,False,False,False,False,False,False,11,0,,As soon as possible,5245,325,15735,5245,26550
"Vestergrave,8900 Randers",Apartment,2,False,False,False,False,False,False,False,False,66,2,,As soon as possible,3400,800,10200,0,14400
"Østergade,8900 Randers",Apartment,4,False,True,False,False,False,False,True,False,130,4,,As soon as possible,8950,1250,26850,0,37050
"Nygade,1164 København",Apartment,2,False,False,False,True,False,False,False,False,107,1,,As soon as possible,15250,803,45750,15250,77053
"Nygade,1164 København",Apartment,3,False,False,False,False,False,False,False,False,104,1,,As soon as possible,15995,777,47985,15995,80752
"Nytorv,1450 København",Apartment,2,False,False,False,True,False,False,False,False,86,1,,As soon as possible,14995,648,44985,14995,75623
"Stormgade,6700 Esbjerg",Apartment,3,False,False,False,False,False,False,False,False,102,2,,1 October 2021,6600,975,19800,0,27375
"Nørregade,7100 Vejle",Apartment,3,False,False,False,False,False,False,False,True,86,2,,As soon as possible,7900,800,23700,7900,40300
"Vedelsgade,7100 Vejle",Apartment,2,False,False,False,False,False,False,False,True,67,2,,As soon as possible,6400,500,19200,6400,32500
"Vedelsgade,7100 Vejle",Apartment,3,False,False,False,False,False,False,False,True,84,1,,As soon as possible,6900,500,20700,6900,35000
"Skjoldsgade,6700 Esbjerg",Apartment,3,False,False,False,False,False,False,False,False,79,1,,As soon as possible,6800,770,20400,0,27970
"Ndr Stationsvej,8721 Daugård",Apartment,3,False,False,True,False,False,False,False,False,75,1,,As soon as possible,4500,1000,13500,13500,32500
"Gammel Østergade,9400 Aalborg",Apartment,2,True,False,False,False,False,False,False,False,59,1,,As soon as possible,7500,1000,16000,0,24500
"Kronprinsensgade,1114 København",Room,1,True,False,True,True,False,False,False,False,35,2,,As soon as possible,13000,0,26000,0,39000
"Nørre Tranders Vej,9000 Aalborg",Apartment,3,False,True,True,False,False,False,False,False,92,0,,As soon as possible,8900,600,23700,0,33200
"Bredgade,9830 Tårs",Apartment,3,False,False,False,False,False,False,False,False,96,1,,As soon as possible,4000,800,12000,0,16800
"Gøteborg Allé,8200 Aarhus",Apartment,3,False,True,False,False,False,False,False,True,58,0,,As soon as possible,8200,619,24600,8200,41619
"Edvard Thomsens Vej,2300 København",Room,1,True,False,True,False,False,False,True,True,8,0,,As soon as possible,4700,200,10300,0,15200
"Storegade,6430 Nordborg",Apartment,5,False,True,False,False,False,False,False,True,175,1,,As soon as possible,5800,0,17400,5800,29000
"Amager Boulevard,2300 København",Apartment,1,True,False,False,False,False,False,True,False,15,3,,As soon as possible,7000,0,7000,0,14000
"Hadsundvej,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,45,0,,As soon as possible,4500,800,13500,0,18800
"Hadsundvej,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,41,0,,As soon as possible,4500,800,13500,0,18800
"Hostrupvej,9500 Hobro",Apartment,1,False,False,False,False,False,False,False,False,30,0,,As soon as possible,2800,0,8000,0,10800
"Jernbanegade,8900 Randers",Apartment,3,False,False,False,False,False,False,False,False,111,2,,As soon as possible,5995,950,17985,5995,30925
"Sønder Allé,8000 Aarhus",Apartment,3,False,False,True,True,False,False,True,False,104,3,,As soon as possible,13740,1200,41220,13740,69900
"Gammel Kongevej,1850 København",Room,1,True,False,False,False,False,False,False,False,12,1,,As soon as possible,6400,0,0,0,6400
"Bovneager,2600 Glostrup",Townhouse,4,False,False,False,False,False,False,False,False,106,0,,As soon as possible,15500,834,46500,0,62834
"Hyrdindestien,2730 Herlev",Apartment,4,False,True,False,True,False,False,True,True,115,1,,As soon as possible,14595,950,43785,14595,73925
"H.P.'S Plads,9670 Løgstør",Apartment,3,False,False,False,False,False,False,False,False,85,2,,As soon as possible,4100,0,12300,0,16400
"Nordbanevej,7800 Skive",Apartment,3,False,True,False,False,False,False,True,False,85,1,,As soon as possible,4495,800,12985,0,18280
"Tjørnevej,8900 Randers",Apartment,2,False,False,False,False,False,False,False,False,70,0,,As soon as possible,4995,500,14985,4995,25475
"Erik Ejegods Vej,8800 Viborg",Apartment,2,False,True,True,True,True,False,True,False,73,1,,As soon as possible,7300,852,21900,7300,37352
"Erik Ejegods Vej,8800 Viborg",Apartment,2,False,True,True,True,True,False,True,False,73,1,,As soon as possible,7300,852,21900,7300,37352
"Erik Ejegods Vej,8800 Viborg",Apartment,4,False,True,True,True,False,False,True,False,100,1,,As soon as possible,9000,1166,27000,9000,46166
"Erik Ejegods Vej,8800 Viborg",Apartment,4,False,True,True,True,False,False,True,False,100,1,,As soon as possible,9000,1166,27000,9000,46166
"Nørrebrogade,8900 Randers",Apartment,3,False,False,False,False,False,False,False,False,62,1,,1 October 2021,4990,350,14970,4990,25300
"Markmandsgade,2300 København",Apartment,2,True,True,False,True,False,False,True,True,88,4,,As soon as possible,14500,0,0,0,14500
"Sølvgade,1307 København",Room,1,False,True,False,False,False,False,True,False,10,0,,As soon as possible,5700,0,5700,0,11400
"Blegdamsvej,2100 København",Room,1,False,False,False,False,False,False,False,False,9,5,,As soon as possible,6000,0,12000,12000,30000
"Gammel Kongevej,1850 København",Room,1,True,False,False,False,False,False,False,False,20,0,,As soon as possible,6000,0,12000,6000,24000
"Falstersgade,8000 Aarhus",Apartment,3,True,False,False,False,True,False,True,True,90,0,,As soon as possible,10800,0,10800,0,21600
"Stigbrovej,4652 Hårlev",Room,1,False,False,False,False,False,False,False,False,12,0,,As soon as possible,3000,0,3000,3000,9000
"Kirkebyen,7620 Lemvig",Apartment,3,False,True,False,False,False,False,True,True,68,1,,1 December 2021,3650,800,10950,0,15400
"Frederiks Allé,8000 Aarhus",Room,1,False,False,False,False,False,False,False,False,8,0,,As soon as possible,3966,0,8000,0,11966
"Prinsensgade,9000 Aalborg",Apartment,4,False,True,False,False,False,False,False,False,154,1,,As soon as possible,10900,700,30000,10900,52500
"Dådyrparken,8870 Langå",Townhouse,4,False,False,False,False,True,False,False,True,106,0,,As soon as possible,9300,0,27900,9300,46500
"Gl. Siversletvej,9352 Dybvad",House,3,True,False,True,False,False,False,False,True,94,0,,As soon as possible,4000,1300,12000,4000,21300
"Østergårds Alle,8362 Hørning",Townhouse,5,False,False,False,False,False,False,False,False,113,0,,As soon as possible,10000,500,30000,0,40500
"Vibekevej,3400 Hillerød",Apartment,3,False,False,False,False,False,False,False,False,110,1,,As soon as possible,13368,830,40104,13368,67670
"Svendsgade,6700 Esbjerg",Townhouse,2,False,False,False,False,True,False,False,True,49,0,,As soon as possible,4990,800,14970,0,20760
"Ramsherred,5610 Assens",Apartment,3,False,False,False,False,False,False,False,False,86,1,,As soon as possible,5300,550,15900,0,21750
"Vesterbrogade,7100 Vejle",Apartment,1,False,False,False,False,False,False,False,False,97,0,,As soon as possible,3200,0,8200,0,11400
"Nygårdsvej,6700 Esbjerg",Apartment,2,True,False,False,False,False,False,False,False,47,1,,As soon as possible,8200,800,0,0,9000
"Merkurvej,8800 Viborg",Room,1,False,False,False,False,False,False,False,False,21,0,,As soon as possible,1830,407,0,0,4477
"Mortensgade,9640 Farsø",Apartment,3,False,True,False,False,False,False,False,False,101,0,,As soon as possible,7530,0,0,0,47630
"Kokkedalsvej,2970 Hørsholm",Room,1,False,False,False,False,False,False,False,False,32,0,,As soon as possible,5500,750,11000,5500,22750
"Herluf Trolles Gade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,62,2,,As soon as possible,5800,400,17400,5800,29400
"Reberbanen,8800 Viborg",Apartment,1,False,False,False,False,False,False,False,True,47,2,,As soon as possible,4175,250,12525,2087,19037
"Buddingevej,2860 Søborg",Room,1,False,False,False,False,False,False,False,True,10,1,,As soon as possible,2500,500,7500,0,10500
"Buddingevej,2860 Søborg",Room,1,False,False,False,False,False,False,False,True,10,1,,As soon as possible,2500,500,7500,0,10500
"Anlægsgade,7800 Skive",Apartment,3,False,True,True,False,False,False,False,True,83,1,,As soon as possible,4709,850,14127,0,19686
"Thorsgade,8900 Randers",Apartment,3,False,True,True,False,False,False,False,False,93,4,,As soon as possible,4928,950,14784,0,20662
"Nørregade,9900 Frederikshavn",Apartment,3,False,False,False,False,False,False,False,True,82,2,,As soon as possible,4000,1000,12000,0,17000
"Strandbygade,6700 Esbjerg",Apartment,5,False,False,False,True,True,False,True,True,270,7,,As soon as possible,24000,0,72000,0,96000
"Munke Mose Allé,5000 Odense",Apartment,2,False,False,False,True,False,False,False,True,96,4,,As soon as possible,13600,700,40800,40800,95900
"Doris Lessings Vej,2300 København",Room,1,False,False,False,False,False,False,False,False,12,0,,As soon as possible,6000,0,18000,6000,30000
"Platanalle,8700 Horsens",Room,1,True,False,False,False,False,False,False,True,14,0,,As soon as possible,3000,0,6000,3000,12000
"Houmannsgade,8700 Horsens",Apartment,3,False,False,False,False,False,False,False,False,45,2,,As soon as possible,4200,450,12600,8400,25650
"Carolinelundsvej,8700 Horsens",Apartment,2,False,False,False,False,False,False,False,False,36,0,,As soon as possible,2950,300,8850,8850,20950
"Skallerupvej,9220 Aalborg",Apartment,5,False,False,True,False,False,False,False,False,116,1,,As soon as possible,8796,683,0,0,36623
"Tøjhushavevej,8900 Randers",Apartment,3,False,False,True,False,False,False,False,False,90,0,,1 October 2021,8369,940,0,0,33509
"Niels Brocks Gade,8900 Randers",Apartment,3,False,False,True,False,False,False,False,False,97,2,,As soon as possible,8133,1068,0,0,32101
"Teglvænget,9460 Brovst",Apartment,4,False,False,True,False,False,False,False,False,103,1,,As soon as possible,7670,172,0,0,29342
"Asagården,7500 Holstebro",Apartment,3,False,False,False,False,False,False,False,False,88,0,,As soon as possible,5218,887,0,0,19805
"Hovedgaden,7752 Snedsted",Apartment,3,False,False,False,False,False,False,False,False,83,1,,As soon as possible,6202,860,0,0,23462
"Sønderbrogade,8700 Horsens",Apartment,3,False,False,True,False,False,False,False,False,107,1,,As soon as possible,8600,1043,0,0,55443
"Hovedgaden,7752 Snedsted",Apartment,3,False,False,True,True,True,False,False,False,96,2,,As soon as possible,7032,998,0,0,27030
"Skallerupvej,9220 Aalborg",Apartment,5,False,False,True,False,False,False,False,False,118,1,,As soon as possible,8943,683,0,0,37238
"Simonivej,9490 Pandrup",Apartment,2,False,False,False,False,False,False,False,False,79,1,,1 October 2021,5790,276,0,0,20178
"Teglvænget,9460 Brovst",Apartment,3,False,False,True,False,False,False,False,False,88,1,,As soon as possible,6728,147,0,0,25275
"Prinsessegade,8900 Randers",Apartment,3,False,False,True,False,False,False,False,False,90,2,,As soon as possible,8207,796,0,0,36903
"Bygmarken,7730 Hanstholm",Townhouse,3,False,False,True,False,False,False,False,False,81,0,,1 October 2021,7019,472,0,0,26491
"Asagården,7500 Holstebro",Apartment,5,False,False,False,False,False,False,False,False,113,2,,As soon as possible,6376,1008,0,0,24384
"Hovedgaden,7752 Snedsted",Apartment,2,False,False,False,True,True,False,False,False,72,0,,As soon as possible,5498,749,0,0,20547
"Pindborggade,9300 Sæby",Apartment,1,False,False,False,False,False,False,False,False,59,1,,As soon as possible,3325,0,9975,3325,16625
"Skallebækvej,6100 Haderslev",Apartment,1,False,False,False,False,False,False,True,True,31,0,,As soon as possible,2325,700,6975,0,10000
"Skolebakken,2820 Gentofte",Room,1,True,False,False,False,False,False,False,True,16,0,,As soon as possible,4200,0,0,4200,8400
"Svenstrup Strandvej,4220 Korsør",Room,1,True,False,False,False,True,False,False,True,30,0,,As soon as possible,4200,0,0,0,4200
"Brabrand Skovvej,8220 Aarhus",Room,1,True,False,False,False,False,False,False,False,20,0,,As soon as possible,4000,0,4000,4000,12000
"Østerrisvej,7840 Højslev",Apartment,3,False,False,False,False,False,False,False,True,90,2,,As soon as possible,3600,750,10800,0,15150
"Munke Mose Allé,5000 Odense",Apartment,3,False,True,False,True,True,False,True,True,102,3,,As soon as possible,14100,750,42300,42300,99450
"Lærdalsgade,2300 København",Apartment,5,True,False,False,False,False,False,False,False,156,0,,As soon as possible,14800,0,44400,0,59200
"Munke Mose Allé,5000 Odense",Apartment,3,False,True,False,True,False,False,True,True,98,1,,As soon as possible,12700,750,38100,38100,89650
"Laulundgade,7400 Herning",Apartment,2,False,False,False,False,False,False,False,False,75,1,,As soon as possible,7200,700,21600,0,29500
"Højdevej,8260 Aarhus",Room,1,False,False,False,False,False,False,False,False,10,0,,As soon as possible,2600,0,0,0,2600
"Ydunsvej,7000 Fredericia",Apartment,4,False,True,False,False,False,False,True,False,93,2,,As soon as possible,6450,1000,19350,0,26800
"Robert Jacobsens Vej,2300 København",Apartment,3,False,False,True,True,False,False,True,False,100,10,,As soon as possible,13416,1084,40248,13416,68164
"Helenegade,9900 Frederikshavn",Apartment,3,False,False,False,False,False,False,False,True,80,0,,As soon as possible,4600,0,13800,0,18400
"Ammendrup Park,3200 Helsinge",Townhouse,3,False,False,False,False,True,False,False,True,102,0,,1 March 2022,11800,0,35400,11800,59000
"Ammendrup Park,3200 Helsinge",Townhouse,3,False,False,False,False,True,False,False,True,102,0,,1 March 2022,11800,0,35400,11800,59000
"Vestergade,9620 Aalestrup",Apartment,3,False,False,False,False,False,False,False,True,104,0,,As soon as possible,4100,0,12300,0,16400
"Nordborggade,8000 Aarhus",Apartment,3,False,True,False,False,False,False,True,False,85,5,,As soon as possible,9150,0,9150,9150,27450
"Mejerigade,9560 Hadsund",Apartment,2,False,False,False,False,False,False,False,True,94,2,,As soon as possible,5000,400,15000,0,20400
"Falstersgade,9000 Aalborg",Room,1,True,False,False,False,False,False,False,False,17,1,,As soon as possible,3375,0,5000,0,8375
"Store Kongensgade,1264 København",Room,2,True,True,False,False,True,False,False,False,70,1,,As soon as possible,14000,0,14000,0,28000
"Tingpladsen,7323 Give",Apartment,4,False,False,False,False,False,False,True,False,138,1,,As soon as possible,7600,1100,22800,0,31500
"Vanløse Torv,2720 Vanløse",Room,1,True,False,False,True,False,False,False,False,8,2,,As soon as possible,5500,0,5500,0,11000
"Sjællandsgade,6700 Esbjerg",Room,4,False,False,False,False,False,False,False,False,16,2,,As soon as possible,3600,0,9000,0,12600
"Agersnapsvej,7100 Vejle",Apartment,2,False,False,False,False,False,False,False,False,80,1,,As soon as possible,7647,1200,22941,7647,39435
"Finderupvej,8000 Aarhus",Room,1,False,True,False,True,False,False,True,True,13,1,,As soon as possible,4550,0,4550,13650,22750
"Mysundegade,1668 København",Room,1,True,True,False,False,False,False,False,False,18,4,,As soon as possible,4350,0,8700,0,13050
"Nygade,7900 Nykøbing M",Apartment,2,False,False,True,False,False,False,False,True,67,2,,As soon as possible,3200,600,9600,0,13400
"Lundkjærvej,7900 Nykøbing M",Townhouse,1,False,False,True,False,False,False,False,True,29,0,,As soon as possible,2100,300,6300,0,8700
"Lundkjærvej,7900 Nykøbing M",Townhouse,1,False,False,True,False,False,False,False,True,28,0,,As soon as possible,2100,300,6300,0,8700
"Lundkjærvej,7900 Nykøbing M",Townhouse,1,False,False,True,False,False,False,False,True,28,0,,As soon as possible,2100,300,6300,0,8700
"Lundkjærvej,7900 Nykøbing M",Townhouse,1,False,False,True,False,False,False,False,True,28,0,,As soon as possible,2100,300,6300,0,8700
"Lundkjærvej,7900 Nykøbing M",Townhouse,1,False,False,True,False,False,False,False,True,28,0,,As soon as possible,2100,300,6300,0,8700
"Lundkjærvej,7900 Nykøbing M",Townhouse,1,False,False,True,False,False,False,False,True,28,0,,As soon as possible,2100,300,6300,0,8700
"Nørregade,7900 Nykøbing M",Apartment,1,False,False,False,False,False,False,False,True,55,2,,As soon as possible,2900,700,8700,0,12300
"Marievej,7900 Nykøbing M",Apartment,3,False,False,True,False,False,False,False,True,68,0,,As soon as possible,4000,750,12000,0,16750
"Liljevej,9750 Østervrå",Apartment,3,False,False,True,False,False,False,False,True,67,0,,As soon as possible,4000,500,12000,0,16500
"Liljevej,9750 Østervrå",Apartment,2,False,False,True,False,False,False,False,True,64,1,,As soon as possible,3850,500,11550,0,15900
"Liljevej,9750 Østervrå",Apartment,2,False,False,True,False,False,False,False,True,55,1,,As soon as possible,3200,500,9600,0,13300
"Liljevej,9750 Østervrå",Apartment,2,False,False,True,False,False,False,False,True,69,0,,As soon as possible,4000,500,12000,0,16500
"Liljevej,9750 Østervrå",Apartment,2,False,False,True,False,False,False,False,True,51,0,,As soon as possible,2950,500,8850,8850,21150
"Bjergegade,7000 Fredericia",Apartment,3,False,True,False,False,False,False,False,True,113,1,,As soon as possible,6500,500,19500,6500,33000
"Ørnevej,9900 Frederikshavn",Apartment,3,False,True,False,False,False,False,False,False,91,1,,As soon as possible,6813,1300,0,0,45403
"Ørnevej,9900 Frederikshavn",Apartment,2,False,True,True,False,False,False,False,False,89,0,,As soon as possible,7256,1200,0,0,48166
"Vestergade,9900 Frederikshavn",Apartment,2,False,True,False,False,False,False,False,False,73,3,,As soon as possible,4488,459,0,0,14947
"Nytorv,9900 Frederikshavn",Apartment,4,False,True,False,False,False,False,False,False,94,2,,As soon as possible,5994,561,0,0,24209
"Markedsvej,9900 Frederikshavn",Apartment,3,False,True,False,False,False,False,False,False,82,2,,As soon as possible,5419,507,0,0,21326
"Markedsvej,9900 Frederikshavn",Apartment,3,False,True,False,False,False,False,False,False,80,2,,As soon as possible,5263,476,0,0,20763
"Stokbrogade,9800 Hjørring",Apartment,3,False,False,False,False,False,False,False,True,99,1,,As soon as possible,5300,950,15900,0,22150
"Østerbrogade,7500 Holstebro",Room,1,False,False,False,False,False,False,False,True,16,0,,As soon as possible,2375,100,7125,2375,11975
"Bagergade,5700 Svendborg",Apartment,6,False,True,False,False,False,False,False,False,180,0,,As soon as possible,11000,2000,0,0,13000
"Vestre Ringgade,8000 Aarhus",Room,1,False,True,False,False,False,False,True,False,11,2,,As soon as possible,3600,390,7200,10800,21990
"Kildeager,2700 Brønshøj",Room,4,False,True,False,False,False,False,False,True,10,1,,As soon as possible,4000,0,8000,0,12000
"Doris Lessings Vej,2300 København",Apartment,5,False,False,True,True,False,False,True,False,121,2,,As soon as possible,17433,1250,52299,17433,88415
"Vesterbro,9000 Aalborg",Apartment,2,False,True,False,False,False,False,False,False,69,1,,As soon as possible,5995,600,17985,0,24580
"Tølløsevej,2700 Brønshøj",Room,1,False,False,False,False,False,False,False,False,17,0,,As soon as possible,4500,0,9000,0,13500
"Vanløse Torv,2720 Vanløse",Room,1,False,True,False,False,False,False,True,False,9,3,,As soon as possible,5500,0,16500,5500,27500
"Ammendrup Park,3200 Helsinge",Townhouse,3,False,False,False,False,False,False,False,True,100,0,,1 March 2022,11800,0,35400,11800,59000
"Nytorv,1450 København",Apartment,3,False,False,False,True,False,False,True,False,116,5,,As soon as possible,16750,1100,50250,16750,84850
"Nytorv,1450 København",Apartment,3,False,False,False,True,False,False,True,False,177,5,,As soon as possible,25461,1400,76383,25461,128705
"Øresundsvej,2300 København",Room,1,True,False,False,True,False,False,True,False,12,3,,As soon as possible,5299,249,5299,0,10847
"Randersvej,8200 Aarhus",Room,1,False,False,False,False,False,False,False,False,17,0,,As soon as possible,3000,0,6000,0,9000
"Thonbogade,8700 Horsens",House,3,False,False,False,False,False,False,True,False,98,0,,As soon as possible,8100,0,24300,8100,40500
"Vesterå,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,91,5,,As soon as possible,7886,1217,23658,7886,40647
"søndergade,9900 Frederikshavn",Apartment,4,False,False,False,False,False,False,False,True,80,2,,As soon as possible,4100,1000,12300,0,17400
"Filosofgangen,5000 Odense",Apartment,8,False,False,False,False,False,False,False,False,340,0,,As soon as possible,35000,750,105000,105000,245750
"Smedegade,9690 Fjerritslev",House,4,False,False,True,False,True,False,False,True,128,0,,As soon as possible,5900,800,17700,0,24400
"Violvej,6000 Kolding",Apartment,2,False,False,False,False,False,False,False,True,82,0,,As soon as possible,6500,500,19500,6500,33000
"Vester Voldgade,1552 København",Room,1,True,False,False,True,False,False,False,False,16,3,,As soon as possible,7000,0,10000,14000,31000
